dev,address,district,sale_price,description,detail,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year,bedrooms,bathrooms,internal_area,floors,towers,year_built,has_elevator,has_parking,has_security,has_cctv,has_pool,has_sauna,has_gym,has_garden_bbq,has_playground,has_shop_on_premise,has_restaurant_on_premise,has_wifi,city_train_distance,express_way_distance,close_city_train,close_express_way
Banyan Tree Residences Bangkok,"1188 Soi Somdet Chao Phraya 17, Khwaeng Khlong San, Khet Khlong San",Khlong San,50000000.0,"PropertyScout ID 779818
Check all listing details on our website https://propertyscout.co.th/en/77----","Luxury 2-bedroom 3-bathroom Condo unit, sized 160 sq.m on the 9th Floor with
Breathtaking Views at Banyan Tree Residences Riverside Bangkok by BTS Khlong San",380401.0,0.0,-4.84,3.4,9.32,2.0,3.0,160.0,61.0,1.0,,1,1,1,1,1,1,1,1,0,0,1,1,2000.0,2200.0,0,0
Condo One X Sukhumvit 26,"61/44 สุขุมวิท Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,5300000.0,"PropertyScout ID 938560
Check all listing details on our website https://propertyscout.co.th/en/93----","Modern 1-bedroom 1-bathroom condominium on the 24th floor of Condo One X
building, in the international Khlong Toei district, close to BTS Phrom Phong,
perfect for an urban lifestyle.",122474.0,0.0,1.44,4.25,-2.69,1.0,1.0,49.6,28.0,1.0,2009.0,1,1,1,1,1,0,1,1,0,0,0,0,780.0,2000.0,1,0
,,Sathon,121300000.0,"PropertyScout ID 947873
Check all listing details on our website https://propertyscout.co.th/en/94----","Unfurnished 2 bedrooms, 3 bathrooms condominium for sale with a floor size of
244 sq.m. in the Bang Rak district. Please contact us to schedule a viewing.",,,,,,2.0,3.0,244.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
MUNIQ Langsuan,"Soi Ton Son, Khwaeng Lumphini, Khet Pathum Wan",Pathum Wan,62000000.0,Looking to buy or rent a condo?,"Contact us now if you are looking for a real estate company that is:
• Honest and trustworthy
• Knowledgeable about the real estate market
• Responsive
• Confident with excellent communication skills
• An expert in purchasing and selling process
• A natural negotiator",399490.0,0.0,22.12,3.62,8.66,3.0,3.0,173.0,28.0,1.0,2021.0,1,1,1,1,1,0,1,1,0,0,0,0,1200.0,2100.0,0,0
The Emporio Place,"Soi Kasem, Khlong Tan, Khlong Toei, Bangkok 10110",Khlong Toei,22360000.0,"PropertyScout ID 941449
Check all listing details on our website https://propertyscout.co.th/en/94----","Fully furnished 2 bedrooms, 3 bathrooms condominium for sale with a floor size
of 104 sq.m. in the Khlong Toei district. Please contact us to schedule a
viewing.",193647.0,0.0,3.75,4.23,6.23,2.0,3.0,104.0,42.0,3.0,2010.0,1,1,1,1,1,1,1,1,1,1,1,1,860.0,1700.0,1,0
Silom Suite,"Soi Sathon 10, Khwaeng Silom, Khet Bang Rak",Sathon,9315280.0,"PropertyScout ID 939449
Check all listing details on our website https://propertyscout.co.th/en/93----","Cozy 2-bedroom 1-bathroom Condo unit, sized 68.9 sqm on the 23rd Floor with
Breathtaking Views at Silom Suite Condominium by BTS Saint Louis",103072.0,0.0,-16.1,4.77,-11.26,2.0,1.0,68.9,37.0,1.0,1997.0,1,1,1,1,1,0,1,0,0,0,0,0,520.0,1200.0,1,0
Noble Refine,"Sukhumvit 26, Khlong Tan, Khlong Toei, Bangkok 10110",Khlong Toei,4300000.0,"PropertyScout ID 510307
Check all listing details on our website https://propertyscout.co.th/en/51----","Fully furnished 1 bedroom, 1 bathroom condo for rent / sale with a floorsize of
32 squaremeters, located on the 14th floor of the Noble Refine Prompong
building, in the popular Khlong Toei district near BTS Phrom Phong. Please
contact us to schedule a viewing.",190137.0,0.0,-2.36,4.39,1.9,1.0,1.0,32.0,25.0,1.0,2012.0,1,1,1,1,1,1,1,1,1,0,0,1,300.0,2400.0,1,0
Supalai Place,"181/1 Sukhumvit Soi 39, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,5490000.0,"PropertyScout ID 799711
Check all listing details on our website https://propertyscout.co.th/en/79----","Cozy 2-bedroom 1-bathroom Condo unit, sized 79.56 sqm on the 24th Floor with
Breathtaking Views at Supalai Place Sukhumvit 39 by BTS Phrom Phong",74512.0,0.0,-1.07,5.49,-2.29,2.0,1.0,79.56,23.0,2.0,1994.0,1,1,1,1,1,1,1,1,1,1,1,1,1600.0,2300.0,0,0
The Lumpini 24,"92 Soi Sukhumvit 24, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,12300000.0,"PropertyScout ID 882961
Check all listing details on our website https://propertyscout.co.th/en/88----","Fully furnished 2 bedrooms, 2 bathrooms condo for sale with a floorsize of 55
squaremeters, located on the 23rd floor of the The Lumpini 24 building, in the
popular Khlong Toei district near MRT Queen Sirikit. Please contact us to
schedule a viewing.",225906.0,0.0,-1.63,4.41,6.68,2.0,2.0,55.0,46.0,1.0,2013.0,1,1,1,1,1,1,1,1,0,1,1,1,1500.0,2000.0,0,0
LIV@49,"9 Klang Alley, Khwaeng Khlong Tan Nuea, Khet Watthana",Khlong Toei,7490000.0,"PropertyScout ID 883073
Check all listing details on our website https://propertyscout.co.th/en/88----","Fully furnished 1 bedroom, 1 bathroom condo for sale with a floorsize of 45
squaremeters, located on the 7th floor of the LIV 49 building, in the popular
Watthana district near BTS Thong Lor. Please contact us to schedule a viewing.",180473.0,0.0,-0.17,4.91,5.87,1.0,1.0,45.0,8.0,2.0,2016.0,1,1,1,1,1,1,1,1,1,0,1,0,700.0,3300.0,1,0
Noble Reveal,"เลขที่ 36 ซอย สุขุมวิท 63 (เอกมัย) Khwaeng Phra Khanong Nuea, Khet Watthana",Khlong Toei,17500000.0,"PropertyScout ID 886381
Check all listing details on our website https://propertyscout.co.th/en/88----","Fully furnished 2 bedrooms, 2 bathrooms condo for rent / sale with a floorsize
of 87 squaremeters, located on the 21st floor of the Noble Reveal Ekamai
building, in the popular Watthana district near BTS Ekkamai. Please contact us
to schedule a viewing.",172406.0,0.0,-0.26,4.38,-4.26,2.0,2.0,87.0,27.0,1.0,2011.0,1,1,1,1,1,0,1,1,1,0,0,0,310.0,2200.0,1,0
Fuse Sathorn - Taksin,"The Virawat Building, Bang Lamphu Lang, Khlong San, Bangkok 10600",Khlong San,4500000.0,"PropertyScout ID 894236
Check all listing details on our website https://propertyscout.co.th/en/89----","Modern 1-bedroom 1-bathroom Condo unit, sized 33.41 sqm on the 13th Floor with
Breathtaking Views  at Fuse Sathon-Taksin by BTS Wongwian Yai",108628.0,-4.86,-49.34,4.61,-11.84,1.0,1.0,33.41,27.0,1.0,2012.0,1,1,1,1,1,0,1,1,0,0,0,0,300.0,3000.0,1,0
The Sukhothai Residences,"Soi Sathon 1, Lane 1, Khwaeng Thung Maha Mek, Khet Sathon",Sathon,59000000.0,"PropertyScout ID 400943
Check all listing details on our website https://propertyscout.co.th/en/40----","Modern 3-bedroom 3-bathroom condominium from the 21st floor of The Sukhothai
Residences building, in the international Sathorn district, close to MRT
Lumpini, perfect for an urban lifestyle.",345959.0,0.0,0.68,3.21,3.47,3.0,3.0,206.0,41.0,1.0,2010.0,1,1,1,1,1,1,1,1,1,1,1,1,1900.0,2500.0,0,0
Noble Remix,"772 Sukhumvit Rd, Khlong Tan Nuea, Khet Khlong Toei",Khlong Toei,11900000.0,"PropertyScout ID 512463
Check all listing details on our website https://propertyscout.co.th/en/51----","Fully furnished 2 bedrooms, 1 bathroom condo for rent / sale with a floorsize of
65 squaremeters, located on the 3rd floor of the Noble Remix building, in the
popular Khlong Toei district near BTS Thong Lor. Please contact us to schedule a
viewing.",165459.0,0.0,-0.58,3.94,-6.54,2.0,1.0,65.0,33.0,1.0,2008.0,1,1,1,1,1,0,1,1,1,1,1,0,280.0,2800.0,1,0
The Madison,"Thanon Sukhumvit, Khlong Toei Nuea, Vadhana, Bangkok 10110",Khlong Toei,39000000.0,"MAKE IT Real Estate
maketh your property",LINE: ---------n,206899.0,0.0,16.58,3.16,2.64,3.0,3.0,220.0,36.0,1.0,2007.0,1,1,1,1,1,1,1,1,1,0,0,0,230.0,2500.0,1,0
The Ritz - Carlton Residences at MahaNakhon,"37 Soi Silom 9, Khwaeng Silom, Khet Bang Rak",Sathon,211856119.0,"PropertyScout ID 787251
Check all listing details on our website https://propertyscout.co.th/en/78----","Luxury 4-bedroom 4-bathroom Condo unit, sized 353.74 sqm on the 58th Floor with
Breathtaking Views at The Ritz-Carlton Residences by BTS Chong Nonsri",465446.0,0.0,20.24,2.95,4.1,4.0,4.0,343.74,77.0,1.0,2015.0,1,1,1,1,1,1,1,1,1,1,1,1,220.0,1600.0,1,0
One 9 Five Asoke - Rama 9,"Rama IX Rd, Khwaeng Huai Khwang, Khet Huai Khwang",Huai Khwang,4300000.0,"PropertyScout ID 950929
Check all listing details on our website https://propertyscout.co.th/en/95----","Fully furnished 1 bedroom, 1 bathroom Condo for sale with a floor size of 35.5
sq.m. in the Huai Khwang District. Please contact us to schedule a viewing.",171824.0,0.0,2.14,5.41,,1.0,1.0,35.5,61.0,2.0,,1,1,1,1,1,1,1,1,1,1,1,1,490.0,920.0,1,1
Klass Sarasin - Rajdamri,"410 Soi Sarasin, Khwaeng Lumphini, Khet Pathum Wan",Pathum Wan,15400000.0,"PropertyScout ID 952395
Check all listing details on our website https://propertyscout.co.th/en/95----","Fully furnished 2 bedrooms, 2 bathrooms condo for rent & sale with a floor size
of 73 sq.m. in the Pathum Wan. Please contact us to schedule a viewing.",221978.0,0.0,0.18,3.59,5.56,2.0,2.0,73.0,8.0,1.0,2017.0,1,1,1,1,1,0,1,1,0,0,0,1,950.0,1800.0,1,0
Magnolias Waterfront Residences,"215 Charoen Nakhon Rd, Khwaeng Khlong Ton Sai, Khet Khlong San",Khlong San,139900000.0,Looking to buy or rent a condo?,"Contact us now if you are looking for a real estate company that is:
• Honest and trustworthy
• Knowledgeable about the real estate market
• Responsive
• Confident with excellent communication skills
• An expert in purchasing and selling process
• A natural negotiator",393369.0,0.0,26.85,3.06,-4.02,4.0,4.0,301.0,70.0,2.0,2017.0,1,1,1,1,1,1,1,1,1,0,0,0,2000.0,1400.0,0,0
The River,"753 Charoen Nakhon, Khlong Ton Sai, Khlong San, Bangkok 10600",Khlong San,13800000.0,"PropertyScout ID 565486
Check all listing details on our website https://propertyscout.co.th/en/56----","Fully furnished 1 bedroom, 1 bathroom condo for rent / sale with a floorsize of
69 squaremeters, located on the 17th floor of the The River Condominium
building, in the popular Khlong San district near BTS Saphan Taksin. Please
contact us to schedule a viewing.",286344.0,27.79,28.01,2.22,-10.79,1.0,1.0,69.0,74.0,2.0,2010.0,1,1,1,1,1,1,1,1,0,1,1,1,1600.0,1500.0,0,0
,,Huai Khwang,3500000.0,"PropertyScout ID 949401
Check all listing details on our website https://propertyscout.co.th/en/94----","Fully furnished 1 bedroom, 1 bathroom condominium for rent & sale with a floor
size of 30 sq.m. in the Huai Khwang district. Please contact us to schedule a
viewing.",,,,,,1.0,1.0,30.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Supalai Place,"181/1 Sukhumvit Soi 39, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,12000000.0,"PropertyScout ID 889949
Check all listing details on our website https://propertyscout.co.th/en/88----","Fully furnished 2 bedrooms, 2 bathrooms condo for rent / sale with a floorsize
of 165.82 squaremeters, located on the 20th floor of the Supalai Place Sukhumvit
39 building, in the popular Watthana district near MRT Phetchaburi. Please
contact us to schedule a viewing.",74512.0,0.0,-1.07,5.49,-2.29,2.0,2.0,165.82,23.0,2.0,1994.0,1,1,1,1,1,1,1,1,1,1,1,1,1600.0,2300.0,0,0
LIFE Asoke - Rama 9,"674 Dindaeng Rd, Khwaeng Makkasan, Khet Ratchathewi",Huai Khwang,8700000.0,"PropertyScout ID 760805
Check all listing details on our website https://propertyscout.co.th/en/76----","Cozy 2-bedroom 2-bathroom condominium unit, sized 58 sqm on the 30th Floor with
Breathtaking Views at Life Asoke - Rama 9 by MRT Phra Ram 9",126000.0,-4.53,-5.5,5.33,4.28,2.0,2.0,58.0,,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,510.0,150.0,1,1
Chapter Charoennakhorn-Riverside,"1407 Charoen Nakhon Rd, Khwaeng Bang Lamphu Lang, Khet Khlong San",Khlong San,4326000.0,"PropertyScout ID 857291
Check all listing details on our website https://propertyscout.co.th/en/85----","Modern 1-studio bedroom 1-bathroom Condo unit, sized 25.1 sqm on the 20th Floor
with Relaxing River Views at Chapter Charoennakhon–Riverside by BTS Krung Thon
Buri",151688.0,0.0,-8.47,0.0,,1.0,1.0,25.1,45.0,2.0,2022.0,1,1,1,1,1,1,1,0,1,0,0,1,1300.0,2500.0,0,0
The Room Phayathai,"5/3-9 Thanon Si Ayutthaya, Khwaeng Thanon Phaya Thai, Khet Ratchathewi",Ratchathewi,15500000.0,"PropertyScout ID 900390
Check all listing details on our website https://propertyscout.co.th/en/90----","Modern 2-bedroom 2-bathroom Condo unit, sized 73.4 sqm on the 19th Floor with
Breathtaking Views at The Room Phaya Thai by BTS Phaya Thai",191267.0,0.0,-3.13,4.18,64.69,2.0,2.0,73.4,38.0,1.0,,1,1,1,1,1,1,1,1,1,0,0,1,970.0,1400.0,1,0
Nusasiri Grand,"Thanon Sukhum Vit, Khwaeng Phra Khanong, Khet Khlong Toei",Khlong Toei,11000000.0,"PropertyScout ID 648686
Check all listing details on our website https://propertyscout.co.th/en/64----","Luxury 2-bedroom 2-bathroom condominium unit, sized 80 sqm on the 8th Floor with
Breathtaking Views at Nusasiri Grand by BTS Ekkamai",141525.0,0.0,-2.98,4.42,5.68,2.0,2.0,80.0,28.0,2.0,2007.0,1,1,1,1,1,0,1,1,0,0,0,1,72.0,1900.0,1,0
The River,"753 Charoen Nakhon, Khlong Ton Sai, Khlong San, Bangkok 10600",Khlong San,10000000.0,"PropertyScout ID 592064
Check all listing details on our website https://propertyscout.co.th/en/59----","Luxury 1-bedroom 1-bathroom unit, sized 55 sqm on the 11th Floor with
Breathtaking Views at The River Condominium by BTS Krung Thon Buri",286344.0,27.79,28.01,2.22,-10.79,1.0,1.0,55.0,74.0,2.0,2010.0,1,1,1,1,1,1,1,1,0,1,1,1,1600.0,1500.0,0,0
IDEO O2,"204 Thanon Sanphawut, Khwaeng Bang Na, Khet Bang Na",Bang Na,3200000.0,"PropertyScout ID 712579
Check all listing details on our website https://propertyscout.co.th/en/71----","Modern 1-studio bedroom 1-bathroom Condo unit, sized 27 sqm on the 21st Floor
with Breathtaking Views at Ideo O2 by BTS Bang Na",106841.0,0.0,-0.03,4.63,-7.83,1.0,1.0,27.0,34.0,3.0,2018.0,1,1,1,1,1,0,1,1,1,1,1,1,890.0,760.0,1,1
Noble Refine,"Sukhumvit 26, Khlong Tan, Khlong Toei, Bangkok 10110",Khlong Toei,6500000.0,"PropertyScout ID 825276
Check all listing details on our website https://propertyscout.co.th/en/82----","Fully furnished 1 bedroom, 1 bathroom condo for rent / sale with a floorsize of
32 squaremeters, located on the 17th floor of the Noble Refine Prompong
building, in the popular Khlong Toei district near BTS Phrom Phong. Please
contact us to schedule a viewing.",190137.0,0.0,-2.36,4.39,1.9,1.0,1.0,32.0,25.0,1.0,2012.0,1,1,1,1,1,1,1,1,1,0,0,1,300.0,2400.0,1,0
Aspire Asoke-Ratchada,"731/49 ซอย ประชาสงเคราะห์ 2 Khwaeng Din Daeng, Khet Din Daeng",Din Daeng,3944000.0,"PropertyScout ID 947829
Check all listing details on our website https://propertyscout.co.th/en/94----","Modern 1-bedroom 1-bathroom 34 sqm condo on 2nd floor in the international Din
Dang district, close to MRT Phra Ram 9, perfect for an urban lifestyle.",104394.0,0.0,6.74,4.84,-3.44,1.0,1.0,34.0,8.0,6.0,,1,1,1,1,1,0,1,0,1,1,1,1,2200.0,1500.0,0,0
Sathorn Gardens,"Sathon Tai, Thung Maha Mek, Sathon, Bangkok 10120",Sathon,13200000.0,"PropertyScout ID 405334
Check all listing details on our website https://propertyscout.co.th/en/40----","Modern 2-bedroom 2-bathroom condominium from the 18th floor of The Sathorn
Gardens building, in the Sathon district, close to BTS Sala Daeng, perfect for
an urban lifestyle.",140688.0,0.0,10.44,3.83,2.51,2.0,2.0,74.0,41.0,2.0,2009.0,1,1,1,1,1,1,1,1,1,0,0,1,830.0,1700.0,1,0
RHYTHM Ekkamai Estate,"71/1 Ekkamai 1 Alley, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,9990000.0,"PropertyScout ID 939272
Check all listing details on our website https://propertyscout.co.th/en/93----","Modern 1-bedroom 1-bathroom plus Condo unit, sized 39.9 sqm at Rhythm Ekkamai
Estate near by BTS Thong Lor.",188571.0,0.0,-7.2,5.84,7.25,1.0,1.0,39.9,32.0,1.0,,1,1,1,1,1,1,1,1,0,1,0,0,1200.0,2600.0,0,0
,,Watthana,37500000.0,"PropertyScout ID 829234
Check all listing details on our website https://propertyscout.co.th/en/82----",VERY HOMEY 3 BEDROOM UNIT WITH LARGE BALCONIES IN EKKAMAI,,,,,,3.0,4.0,326.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
Villa Rachatewi,"83 Phayathai Rd, Khwaeng Thanon Phaya Thai, Khet Ratchathewi",Ratchathewi,16000000.0,"PropertyScout ID 566403
Check all listing details on our website https://propertyscout.co.th/en/56----","Fully furnished 2 bedrooms, 2 bathrooms condo for sale with a floorsize of 85
squaremeters, located on the 43rd floor of the Villa Ratchathewi building, in
the popular Ratchathewi district near BTS Ratchathewi. Please contact us to
schedule a viewing.",155350.0,0.0,1.68,3.4,8.64,2.0,2.0,85.0,44.0,1.0,2009.0,1,1,1,1,1,0,1,1,0,0,0,0,280.0,1400.0,1,0
Regent on the Park 1,"32 Soi Sukhumvit 26, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,21500000.0,"PropertyScout ID 835188
Check all listing details on our website https://propertyscout.co.th/en/83----","Fully furnished 2 bedrooms, 3 bathrooms condo for sale with a floorsize of 250
squaremeters, located on the 25th floor of the Regent On The Park 1 Sukhumvit 26
Condominium building, in the popular Khlong Toei district near BTS Phrom Phong.
Please contact us to schedule a viewing.",99280.0,0.0,8.99,3.02,26.9,2.0,3.0,250.0,34.0,1.0,1992.0,1,1,1,1,1,1,1,1,0,0,0,0,690.0,2100.0,1,0
Regent on the Park 1,"32 Soi Sukhumvit 26, Khwaeng Khlong Tan, Khet Khlong Toei",Khlong Toei,21500000.0,"PropertyScout ID 835188
Check all listing details on our website https://propertyscout.co.th/en/83----","Fully furnished 2 bedrooms, 3 bathrooms condo for sale with a floorsize of 250
squaremeters, located on the 25th floor of the Regent On The Park 1 Sukhumvit 26
Condominium building, in the popular Khlong Toei district near BTS Phrom Phong.
Please contact us to schedule a viewing.",99280.0,0.0,8.99,3.02,26.9,2.0,3.0,250.0,34.0,1.0,1992.0,1,1,1,1,1,1,1,1,0,0,0,0,690.0,2100.0,1,0
Millennium Residence,"132 สุขุมวิท Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,20000000.0,"PropertyScout ID 945318
Check all listing details on our website https://propertyscout.co.th/en/94----","Fully furnished 2 bedrooms, 2 bathrooms condominium for rent & sale with a floor
size of 90.10 sq.m. in the Khlong Toei district. Please contact us to schedule a
viewing.",177500.0,0.0,-3.84,3.86,-0.35,2.0,2.0,90.1,51.0,4.0,2009.0,1,1,1,1,1,1,1,1,1,1,1,1,1200.0,2500.0,0,0
CitiSmart Sukhumvit 18,"Soi Sukhumvit 18, Khwaeng Khlong Toei, Khet Khlong Toei",Khlong Toei,5300000.0,"PropertyScout ID 882530
Check all listing details on our website https://propertyscout.co.th/en/88----","Fully furnished 1 bedroom, 1 bathroom condo for sale with a floorsize of 40
squaremeters, located on the 6th floor of the Citi Smart Sukhumvit 18 building,
in the popular Khlong Toei district near BTS Asoke. Please contact us to
schedule a viewing.",148877.0,0.0,0.47,4.55,4.83,1.0,1.0,40.0,21.0,1.0,2005.0,1,1,1,1,1,1,1,1,1,1,0,1,390.0,1700.0,1,0
RHYTHM Ekkamai,"50/2 Soi Sukhumvit 63 Road, Khwaeng Phra Khanong Nuea, Khet Watthana",Watthana,16200000.0,"PropertyScout ID 825518
Check all listing details on our website https://propertyscout.co.th/en/82----","Fully furnished 2 bedrooms, 2 bathrooms condo for rent / sale with a floorsize
of 70 squaremeters, located on the 8th floor of the Rhythm Ekkamai building, in
the popular Watthana district near BTS Ekkamai. Please contact us to schedule a
viewing.",217476.0,0.0,-0.09,4.51,-1.68,2.0,2.0,70.0,32.0,1.0,2018.0,1,1,1,1,1,1,1,1,0,0,0,1,430.0,2300.0,1,0
Rhythm Ratchada,"558 Ratchadaphisek Road, Khwaeng Samsen Nok, Khet Huai Khwang",Huai Khwang,4190000.0,"PropertyScout ID 509768
Check all listing details on our website https://propertyscout.co.th/en/50----","Fully furnished 1 bedroom, 1 bathroom condo for rent / sale with a floorsize of
36 squaremeters, located on the 18th floor of the Rhythm Ratchada building, in
the popular Huai Khwang district near MRT Ratchadaphisek. Please contact us to
schedule a viewing.",112648.0,0.0,0.61,4.05,1.6,1.0,1.0,36.0,,1.0,,0,1,1,0,1,0,0,1,0,0,0,0,240.0,2400.0,1,0
Baan Sathorn Chaopraya,"516 Charoen Nakhon Rd, Khwaeng Khlong Ton Sai, Khet Khlong San",Khlong San,14000000.0,"PropertyScout ID 933558
Check all listing details on our website https://propertyscout.co.th/en/93----","Charming 2-bedroom 2-bathroom Condo unit, sized 145 sqm on the 14th Floor with
Breathtaking River View at Baan Sathorn Chaophraya by BTS Krung Thon Buri",102699.0,0.0,2.58,4.32,-5.13,2.0,2.0,145.0,37.0,1.0,2005.0,1,1,1,1,1,1,1,1,1,1,1,1,1200.0,1800.0,0,0
Pikul Place,"Soi Phikun, Yannawa, Sathon, Bangkok 10500",Sathon,25000000.0,"PropertyScout ID 923196
Check all listing details on our website https://propertyscout.co.th/en/92----","Modern 3-bedrooms 3-bathrooms condominium on the 3nd floor of Pikul Place
Condominium building, in the international Sathon district, close to BTS Saint
Louis, perfect for an urban lifestyle.",85587.0,0.0,0.0,4.16,0.0,3.0,3.0,259.0,15.0,1.0,1995.0,1,1,1,1,1,0,1,0,0,0,0,0,810.0,1300.0,1,0
The Address Siam Ratchathewi,"362 Phetchaburi Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi",Ratchathewi,7850000.0,"PropertyScout ID 565734
Check all listing details on our website https://propertyscout.co.th/en/56----","Fully furnished 2 bedrooms, 1 bathroom condo for sale with a floorsize of 58
squaremeters, located on the 18th floor of the The Address Siam Ratchathewi
building, in the popular Ratchathewi district near BTS Ratchathewi. Please
contact us to schedule a viewing.",168883.0,0.0,26.88,2.57,14.24,2.0,1.0,58.0,50.0,1.0,2022.0,1,1,1,1,1,0,1,1,0,0,0,0,200.0,1000.0,1,1
Ideo Q Ratchathewi,"547 Phetchaburi Rd, Khwaeng Thanon Phaya Thai, Khet Ratchathewi",Ratchathewi,10500000.0,"PropertyScout ID 515468
Check all listing details on our website https://propertyscout.co.th/en/51----","Fully furnished 2 bedrooms, 2 bathrooms condo for rent / sale with a floorsize
of 60 squaremeters, located on the 27th floor of the Ideo Q Ratchathewi
building, in the popular Ratchathewi district near BTS Ratchathewi. Please
contact us to schedule a viewing.",191519.0,0.0,-3.62,3.92,13.02,2.0,2.0,60.0,37.0,1.0,2015.0,1,1,1,1,1,1,1,1,1,0,0,0,370.0,1400.0,1,0
Celes Asoke,"10 Asok Montri Rd, Khwaeng Khlong Toei Nuea, Khet Watthana",Khlong Toei,29100000.0,"PropertyScout ID 513039
Check all listing details on our website https://propertyscout.co.th/en/51----","Fully furnished 2 bedrooms, 2 bathrooms condo for sale with a floorsize of 86
squaremeters, located on the 12nd floor of the Celes Asoke building, in the
popular Watthana district near MRT Sukhumvit. Please contact us to schedule a
viewing.",309123.0,0.0,15.65,3.66,8.52,2.0,2.0,86.0,40.0,1.0,2020.0,1,1,1,1,1,0,1,1,0,0,0,0,110.0,1800.0,1,0
The Line Ratchathewi,"448/6 Phetchaburi Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi",Ratchathewi,9200000.0,"PropertyScout ID 888681
Check all listing details on our website https://propertyscout.co.th/en/88----","Fully furnished 1 bedroom, 1 bathroom condo for sale with a floorsize of 32
squaremeters, located on the 28th floor of the The Line ----------i building, in
the popular Ratchathewi district near BTS Ratchathewi. Please contact us to
schedule a viewing.",275998.0,0.0,13.0,3.23,2.9,1.0,1.0,32.0,38.0,1.0,2018.0,1,1,1,1,1,0,1,1,0,0,0,0,280.0,1400.0,1,0
The River,"753 Charoen Nakhon, Khlong Ton Sai, Khlong San, Bangkok 10600",Khlong San,10000000.0,"PropertyScout ID 845554
Check all listing details on our website https://propertyscout.co.th/en/84----","Modern 1-bedroom 1-bathroom Condo unit, sized 69 sqm on the 14th Floor with
Breathtaking Views at The River Condominium by BTS Krung Thon Buri",286344.0,27.79,28.01,2.22,-10.79,1.0,1.0,69.0,74.0,2.0,2010.0,1,1,1,1,1,1,1,1,0,1,1,1,1600.0,1500.0,0,0
The River,"753 Charoen Nakhon, Khlong Ton Sai, Khlong San, Bangkok 10600",Khlong San,27500000.0,"PropertyScout ID 566406
Check all listing details on our website https://propertyscout.co.th/en/56----","Fully furnished 3 bedrooms, 3 bathrooms condo for sale with a floorsize of 138
squaremeters, located on the 44th floor of the The River Condominium building,
in the popular Khlong San district near BTS Saphan Taksin. Please contact us to
schedule a viewing.",286344.0,27.79,28.01,2.22,-10.79,3.0,3.0,138.0,74.0,2.0,2010.0,1,1,1,1,1,1,1,1,0,1,1,1,1600.0,1500.0,0,0
KHUN by YOO inspired by Starck,"139 Soi Sukhumvit 55, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,33900000.0,"PropertyScout ID 939361
Check all listing details on our website https://propertyscout.co.th/en/93----","Modern 2-bedroom 2-bathroom Condo unit, sized 82 sqm on the 16th Floor with
Breathtaking Views at KHUN by YOO by BTS Thong Lor.",428041.0,0.0,-11.55,3.76,-1.4,2.0,2.0,82.0,27.0,1.0,2020.0,1,1,1,1,1,1,1,1,1,1,1,1,,,0,0
The Room Sukhumvit 62,"Thanon Sukhumvit, Bang Chak, Phra Khanong, Bangkok 10260",Phra Khanong,9500000.0,"PropertyScout ID 828599
Check all listing details on our website https://propertyscout.co.th/en/82----","Luxury 2-bedroom 2-bathroom Condo unit, sized 76 sqm on the 17th Floor with
Breathtaking Views at The Room Sukhumvit 62 by BTS Punnawithi",126760.0,0.0,9.43,4.43,8.84,2.0,2.0,76.0,23.0,2.0,2010.0,1,1,1,1,1,0,1,1,1,1,0,1,200.0,1600.0,1,0
Supalai Oriental Sukhumvit 39,"153 Soi Phetchaburi 38/1, Khwaeng Khlong Tan Nuea, Khet Watthana",Watthana,20200000.0,"PropertyScout ID 760811
Check all listing details on our website https://propertyscout.co.th/en/76----","Modern 3-bedroom 3-bathroom Condo unit, sized 145 sqm on the 16th Floor with
Breathtaking Views at Supalai Oriental Sukhumvit 39 by MRt Phetchaburi",151411.0,0.0,22.68,4.72,16.67,3.0,3.0,145.0,35.0,4.0,2020.0,1,1,1,1,1,1,1,1,1,0,0,0,1400.0,1900.0,0,0
Hive Sathorn,"89 เจริญนคร Khwaeng Khlong Ton Sai, Khet Khlong San",Khlong San,5800000.0,"PropertyScout ID 940989
Check all listing details on our website https://propertyscout.co.th/en/94----","Modern 1-bedroom 1-bathroom condominium on the 25th floor of The Hive Sathon
building, in the Khlong San district, close to BTS Krung Thon Buri, perfect for
an urban lifestyle.",116426.0,0.0,-2.73,4.34,2.43,1.0,1.0,48.5,31.0,1.0,2010.0,1,1,1,1,1,1,1,1,1,0,0,1,120.0,2300.0,1,0
